puuid,rank
-6GLBlTl-DMAIwOMSt6UQkqeVIcmeIvFaIsvuQLoFNwbSbWNjx2Ck819TeQiTLz0eLlVnviQOZ-LVg,SILVER I
mmSfuCFBfl8wFv4NLsacLFB1CNKTd3pQ6hRjW10JqnXzs6VKzSq3tohtXhcXH-QdkiobOfcM6iCQAw,UNRANKED
OGbIGuMPgERnsjwY5yPe0IpzKmPaQOGKEWbz4UlMVPGCMF4AzRQPqOo1n-6H677vMAv0PIlAcPbmkQ,GOLD III
6ogDlS1BiodRnWIXesbVMHmKXDQH0Ze0we1FLRmPcJxw7rNF5JfIcT-m_VWUbxTtdt5b-tlySkkkVg,SILVER I
PgSpq9pooE0n1Ls2E32-u5FWnJ5p20nn0WCrz8N55FacwnDQ_s3OHUIQAPvTLJtR0QfasysipIbRuA,SILVER III
ZwFFL3sEky3uSPRNrNIVEEiVmEb6EhEfgZy6XxAV9GIeZXwDt9mkFtaSZnVPLKCvn9zJsHpsODQjCA,SILVER I
3uSh1068iyFtm6ZV8G5b4KWOCr4tnaWzjQh4BhrOhcaka_-amIpgD0EFwpeatmQesI4XELpjvDMN-A,SILVER I
As6zaJ2bSFgfJQVaHz69wyKSrK3CjSvu4ujoi_CcqGjk2VAyVIbsfdmcyNvsuxgVoy49oVovrFizag,GOLD IV
XfEAfr0Ee2MBGFbMrP3u3bNcygyeeJNTAgw4eExD7W0Ro_mOmhjo5sI2xW_p9-NwjR2zsJc_W1fztQ,SILVER II
4ewZj9c2Er4NKiN9JCJ-x6gBxuBuLB0OGs8FW-ev8O4iDNrRpTxRGeddEwgnEfXyduu_FkucgGPBBw,GOLD III
17HZqXlOk2ZHVJOnwUBXh-kmN8rJRFERRA7Bshovz2nvVQ3T9CZvnhDUpcuK8nPb2BaWDBZLqW-wiA,SILVER III
kpfxKm93kXnaIXyLKR5m_5CrKGm8wJfsuLVoD_tEr7camv71xALPFCq87_1gSnltB6vCWyd5loeKog,GOLD IV
JUyKhoe94v5oYdPfpNeXRM4bgrk3p7fGqr78iqzCxIZqgZT9JjWcb95k6_fgxKFAeuImhip5lt9grA,SILVER I
ntgsuSmvGjsGuRaVAnSv2Nm7tNa3wBjbg38Gxf8QenCe8t8-WJaInM5fVqSseHdiHYU2gWQnhkOniA,SILVER I
OWPzZ9Um2wyYP5D_clGgl3L6IbQXt6siShodJH0VoxKnMACmC2LpFL_afysE_n6MuMYxqe3ykyAzBQ,SILVER II
65eUwT9_O4Jf2yru6bgSvJ2p7f1oDR4EL7I_MunyR8KyoRoPz3PjG8U7sn8Y2s8M9750eMsZ9EkTLw,SILVER II
0bkv3bDPqklmt7kFoYsjecMwDfjSvVuUIFrMOyc6tycfTDKvRSC0XtgDU-DLazr4wnNPP1Ng6FM-PQ,BRONZE IV
uxJ_a7LNSITOB8L29VNCiKS5nwBNy2K_v5UTq0gtrr0ZCqtExxJcXZ2Cw-k06gqbM6OH430waNlXmg,SILVER III
PqwMuTT4NCymLal5nk7AXDeToVT_4TH8bIuDAzdU9OHg-tqbue-HKFCfcf5VnKw_cRbMnbE-NCVeAA,GOLD IV
wEqxWrNnxDC9JJxZnaKWjidtoutKtXUCL8o4T1gxUf4SjzYU5BGx1ygRy9HJomxRaCZRwfTts40YjQ,SILVER II
8zcDkDYYvWiE7gL2N5n-xRN8zE9U1UJ1tO2pj_kHj2717JOPOQijRUJkNsIr1XhBJfhqBlVbo3t0Ow,SILVER I
6cMgNQ_HPEFq8WKHORgt0fQHyoHMgklgh-Tiq66FRcDtvND_5Q9PsAqj56dLcAlvtk2TgbDpoJisaQ,SILVER I
icAhs9F_2dJ_8rSrvClCwCFoxDJx0jawPmJaUt5r-MwNOW0fcXPFbzB0mJQoy5XVLOEzed36Nkon4g,SILVER II
JK1lQ0Ue0yZj91pyfc1bKaX6SLdJ_H5ay4tuKX6v2I7DUnR4jpDZ7FVIWp3zEU2PdMbU9-jH6jcUEA,SILVER II
-Li1U8Jdrg19Xuwk-0Jfld_MVq95Te23an6LcyV7cJTIThKP_9AYH3z4C426IEZmXKr8MEghAjvMOA,GOLD IV
QepcyiVgemsXAV_RN4oE_2mt0AhfJjr1M_4vyLWcQCxDLXaa4SkZkMwmEfVFY8ImmIZIBx6f8g3m6Q,BRONZE III
RnJMJDVy2irD_tk8zl8hoc1pSMonJ8536bPn7UTrMThmffnKudr-P4avbvb5dmx4A5fRaZKyK1ynTw,BRONZE II
QdzAIEVeIem2J8QCzf0HYY4rJ_eTyhvcWuWPECepJtPnZqExGnWvJaJjdFOBRbSjF0EWgh81M_OGSA,BRONZE II
PO-cDy_2oOFJSXOXQwb4vM9eb-WfP46t86gMquYDwqFqZ6TGHCpwvq8XuaO77ZFT6DbOQ3MZJTPkzQ,BRONZE II
S9R4EEeXzBINcvoFrMBpsuOleUXUxOrNnZ_eS5T9W2Mcp4nz06afsA4Paf6PjbIh9ioo_fRJWOfRdg,BRONZE I
rXeZo0Wm1jO9wjVKAX77GF_gH9QSYCkQCu0RlTI08JFfJhVvMpG-co_IWFY2HwMYEa9-yCSDYk6Tww,SILVER III
-tvJg2UAU-386BVXfX9LI-dcKQ4-JuKR5SlGOWTZT0iwmXPONr6ond4LdhqKcneNMO1OD3HyRN4UqA,BRONZE II
Hv-UzPAHtvMjhKTyVV406X_yMGKpbxfXAe2gV0jOA9vTPZnUMt_BDTYMo6aa-ZRJcnI_WCRyBaYw-A,SILVER III
KUjEPWG23e7X4KoNxNGa8Qoen8BEN-iCfHdC8T_oUJMKq5c6anBMupiMbk8fl7T0aPD6pFc0hz4CFw,SILVER IV
8ERamuzBk8gg6stHkECbmxn6AqytTEGyZT-4eSiHdXNurErOvomwJw7qSNGc467uXc2cVXCAgHI-yQ,BRONZE IV
6RS0Q2Ri6JkIRntm3HjpAOhm4ixi9t6mErJNwwjHh-wkRxwP3Vw3gCBrxc0qvYdlJJBNbMiERKeg4g,BRONZE III
B73n_n9FpCurHeNykMlcYaWyaOgTraMDygfCaKE9kXyQiO2tYqS--gMmhOrhNyKtL4ldvvNhtx3xpQ,SILVER I
MSzo6M5Xr3ddV5H367qqEvNAbLE67YI7ok6IywCFzKcrKa7UfIDt2lYz1XESb8br5Ouj46JfO51dhQ,SILVER IV
kh699eAFzIHPkdfu-FQgK2LNHldWZqEynlgLoAV4EyQ_5tyj-xjLEfHMYKbLjakgt5OezqwMkT9LZg,IRON II
m9O3w0Mpp3fWBf1nSECcjlhMZpJ62gU1Tzv_EjNimxm8iIwknm6jFUdkWziTVw1fBL2_hke04gHmag,BRONZE III
KeE5BQljONsMwEL_CQiQsCF2lMFHjqGHm2I5HDxRdwm1GlBYFxUnLqDl0t7s-54VrfTFpeiqPGxrwg,BRONZE I
HJvCWyOqCTF-oeINvGq81AeZQokGo6VzpwDmFX2VOujBd6FfW6QOOIFnxFM8TI2zPz8tca3RmvOT2g,BRONZE III
-cFMvwcJXzBU5h1LJsFFSX04nV2MpnW6YFh4cqZMuBbjYDMxKPeQ_BUPo4wHFqVV_rsGynkd9g2RSQ,SILVER IV
PSFsYvd6YLObTMvZmc6hiHlAWCHRWTLbqrxoC-sBecskgFjeWZENJudt-JCO2vnvmmfbIlAlnwPZ7g,GOLD IV
PDN8Eq1BFn9Vg7JRYb7jPuMLBslc_uMRwAnQGPAP8XqdsvdybkLzvgmBbD8pjQD_y2woGVnMtuFyUA,GOLD III
CyLHdKrY8blcyFa5hm0OtIA5RGcWGA7cc1z6RUmu4Tnr4EL8jPn8_o5v8Na7B3NuJ2R4OF3nJp6HUw,SILVER I
iHCTcUZ3pm4GhabWgO6xkfKaICteNiMZ0wEqlSKSXKPffaKSPVdWRa01wsyugaeCWBHkxVwEHZsnGQ,GOLD IV
84-bhiya5oYLMvKdHCGFuRcRgHWxs8dnp9EPWsXpUNl5i1egZ7XUs5ai5F8xnKnwXV1P3gt93THRZg,SILVER I
rSsDK1OqCyiRYWIV-Y0IXDxSOc2IwWwK_T5XYWCl2z-IS_eCNrLY6AuampU4ezfEpLUNHFam9-qRIQ,GOLD IV
Fh-IHPRG7oyHPBbcS7HiL0nO8STDuKClwZVw6BQMCCRRQMF8nU3oRR6FPGJ1x69wguyiCrcech9sCA,GOLD IV
ourV1-7f40YuzQYRn77kWveUj2rZ0bDnXyzhaVwxBI-3n4OptemQWM7KSWUDazqX5wroq2t0H21big,GOLD IV
CQWlHONwBsLuW5tyA148TDCU_SOVz2qwRPvIJilpLjNJtx4dt7TdUHHw5oMeCzACVZHOyqFEO9WFjA,GOLD III
OoGvMAuMdfmWgaaMZ85EBM0R8vp3Aqfe-sIOTeALNYk4jNDHvaSXbFCkCu1kuISxMR9HHpX8aIvjcg,GOLD III
JoSoTVltqboEuUxzTQZdnv_eXM6j6-XpzSer6NEgOZNXyJ8muBUoX7lQzVr53Mbz_riAt-6cGHaQgw,SILVER II
nzYHXTTTv2bM4QzU1g3A1YNrKTdBmSW_UuK8FmUAs2tsqh-0YGQ6rJAAaUiI2w6xILZIXo6r2bBr2w,BRONZE II
mjYmV6yKUrRKMTRfAGDyFyrA81JYgOYGQ_-HEG-yNIcz5rrtH-csdkVp0pPClf3HgMLhibrfqvCUxA,GOLD II
FjjruTLwzbVb9elZcT6R4jFxNqlMhLFGnWPLQSlVhreR3EOz5q1vibVEbJplTtN9bXo3DivhCmTQmw,SILVER III
u5DFGusWtv87QA3PWr_U0UrR8VEg811BMlNEkRUEVtwgUjMetM3fg40aP2XjQAcXxSYN-bpD_Ogyaw,GOLD III
3Cjhl7nPiVVp16DmPabaaCRzT9Xrg9JxedOVb_qBFur5sKsYKFeiy7FFt2_aXcUhinR_PIYNJanSuA,SILVER III
dPHRhVPRQnyPoLiDcYwrqLuqqmiuH6BXcRg1Gi3SvglUBL2Nvz3j56clXXVpSfPxKIWV7Vlgioxs6g,SILVER I
dJ30f4c-Jg3ICUruXaqNzZkVED2Q4RIKpxD5rKUfX9c7FtUBtR0m8WcmFPmeZTzT15uD7uUPJn4PqA,SILVER I
nmAthuC9-QeiI1VEkLxXDxr6mQwdte1vxvmj7WO44cE96LxipW1G92UB8kpkjEaRr0w2tEv1FxO7dg,GOLD IV
cU7pPE5PECS5dv1UqifJ9SWDN1YYiWL8X0tlawghM3z0B5qh4Oy3_2JQVvRcoB85P2it1NgFWG5FRg,SILVER III
4VEzFK9x-TFQUTwKAivGlh0FpiL-uKujJF0sCYrWATwEyCavghMlySv-u35xpIUuBm_lUrS3IJKNlw,GOLD IV
WWZbnXS-yUiSV9RzHlnYeIMlOMUkOL77suSOAg0sDqlglGlUFz2wWM2XAzq_ebhlfzuB5LZNtCumYA,GOLD IV
EsD16W1kLmwCAnaL_nID6P9r4wV8Kx-88gpUzkfb3DM6d8z2Q1Rr9Xxp2eFHs431VbRPpxuubNr_Dw,GOLD IV
q9IZuwx6hqIDwZOyAI_EeMhEKgdxklutulXhFA0gli6oH-iP0UGykT95VeUIjGbR6YwjvMLAwP7e3A,GOLD IV
0el08IQVmFkz0tljpx3mGeI4sTjyLeEpDyzbFpIpxHo2oUxWqkUEySTZuq3vsBpid_flGJ12fNq4VA,SILVER II
fH8xXmtwExYcq-dVaIrdDyu8uRl9N3xCYDGfmTWXFdOvAgAYL4ngGIzdnmGcNRHxJeGlcES__yHkuQ,SILVER I
csjueFG0Uc9rnGpHnQ6n8gO_ML-mMEe-gaE8AX-4HGHKqRuIBsgQbk5TxBIfi98I56CyvVWF0vwRbw,GOLD IV
gjTbkEV2D5f_IvCydbDYJXl9ZmC5rJYWE-DMPUuS5sQSb29eO-rCpbxRi15xOzevcQci6xaF6Nq7vw,GOLD III
8SYovG-3Tez6IfUAnnWREbceL_psM1zWgQ2_hbORPG5hX0Fcvk16wKmksExnkqUtq6GNeiZZkKhNxA,SILVER I
AAj61Q3LhyuUxzjoV62RVwUYg9sZ4DmVsA9BGLRPbfP0UIDEwu_nY8dVhDkVb-QdybXM3k6FYRX5_g,GOLD IV
HNHD7UgGH9wUQbZCzNUPgVDz-VXhW9AefK_020qjRN9Xi_cIb71kD48kLWkxMQD-x-FjsdERday2uw,GOLD IV
q0Ziaotmlq7EsV6pKIFHaSND9cMLcJ5IhUt-Cys-3wzeZDMnsufoZawz-hm1LuA2M9ipOo3HWqBDUQ,GOLD III
N6gOP17i4LucKejYV40ANHDSLVv0gdb_7nhgulK9MQOrGiwxvoTn1rynQnwQ4HnTfqWkQOHCWV5AHA,GOLD IV
rsiR95Q661TxhUWfwYnDKfw3R-lvfbIAJTPeTP6Ml2EOpaAsmIDSky2fsur5PnlnV1SXJ30hvQuD3g,GOLD IV
C4k5GPN4irgrWJ5rVANvEIfTwQtB1W0MnqFD710UrBs2fb66K3zZJeJurJNfa0tkn6xx_kuZQvLOUQ,SILVER II
j1WEfeXfnBApX30yQx8PKOiv2VQqsX-koAV_Mp1CgeS2a8K0-L_bCrZyp1LEVBg1tQOe-T3XI_GMYw,SILVER III
gYy886Y0yhfUE8gUqIP442fL_haxN8SXQOSRb_RPNfblaAVxU7T_eNa5LyUAutLB2u2YB1LmMRcFtA,SILVER I
PH15b5yZi81Eia_Hmax9B2cZkghGqD0jKdMjjI7UyCggG2RTzuxh5EokMLUzrsbqTpuHm5xgZGMOqQ,SILVER I
aj00iyFDIWSZASLcI6QJtwSZKRct5E49V6jyHW7bLW41MBF_lsbYxsYihG4V_yqWkpbkPTNx9ytn0g,GOLD IV
voyd4uNO6yBqSdI0vLkwfnfj8X1x33hIOzXnbmltEI_T2oxkczBtRmQ_SlsC6KMpCnuxc-fsFS5mpA,GOLD IV
BJ6-wgsLxObM7Gj4hnqyHtoW_s-_MSM-kRqDCele9lnzswLmFASogBXNW6MoAdKRztNWmZpwyDCm4w,UNRANKED
wXIIk9P59upJVubzzrajBpetgHQLl1nao_mvm7h4oGYQ8TtLP9zdJkwAVpedxDq5qCHklYe9QUC_zg,SILVER I
vkJfh1D6aoR74YR5CvllhGK3pHEZyw_EVK6cdh_UlDV2RsaFkx-87EU2nhKRRNS3K8n7F1fNNjTdgw,SILVER III
v1DoAjvoFy3WnmbONc1W2gMOoleHqhtOGNVodj4ROAe9JwI0l_x-HqN157JRTwzt3UuUdcix7wy5_g,SILVER I
SZedVDizdd3D_d2XHldB1GFLS7ZPi3iRG8chRA4IhGZM0RhXFSmfD3W8OvpHN2Caw6ihQuO6zRJnyQ,SILVER II
fnWR5XmFHvrVtjPgoVfatHVlkrgkj-6kkv_bivu8DzYrHwyA46puWOZH1F7j8DURSVacpt5Xm8pLmg,SILVER II
tugk-uad9T9kesVV0k9ZVYF1RkmLl-lbKWBe9XD0lgA3MUCFk8oKJ6e-jKrrAizZmuQfXIaWhXy9Wg,SILVER I
yUp08QWsPPqeVAopSt6xP6KEulVvYWZa5E7Z8G_SIs40pOdE32KeONAzU-ptHH_EszOBDeCYa6U4zA,SILVER II
ynP40CPEw-unKTaIznLWpNvn3s5JdKUksNuDeXBtCgOReXRWvDaTMSpLssZY3NjqmqLd12UlACDSwg,SILVER II
7vAj-ZoHfonLyY8nBErymUl-7KmSIwM6Tos9xPTwpUfgHxUGP4TpprebOJTUV4MuQr3AHsrU92GUhQ,SILVER I
27I5QUB_OXKD5jkjA4otdw-4IyRuWiLraBebBXoKI57RzxfDVgTURX0OjwPICDudidfQfu8iralL3g,SILVER II
1XTe7Zskn--Po2a43x4CW4QpTL16GaieHN2BTeQeCcAHsHdPlUSlmq-Ne94OUxd6Huzl1SgwfLXBew,SILVER I
_LU_BULBxsWLcGaI7zu4LlXqtasw-QOa1SNh6H9GABzSgEajaOg1boChsBZtdqX53YRa_cyU2zkLDQ,SILVER I
Bx2MD23rigvR_W34yUuBlSm9HqHHCqL2PFmRwl8cpZGmdNuH1Pv29MH7NXyus_TZfXqL0Cjb_S43Gw,SILVER IV
f6op6XMrXu2IYPRdT0z518fwu-ItcioMT9TWVwvXmqeYCuDbGBhyXbGrz8fX2mWdDNYK59yNeyNN4A,SILVER I
7V7eMVY5zipY3cnzSGnKZkldctN_9dTzoZ3yH-gecwTvr906aZANV3FEBYXNzngVadlWC2WvOy0EJg,GOLD IV
PNt3wurVdy3qR-8tBeuKrw1f2pEjqCvN2mvtxYe_RWhvByJHcd9tOGGMEYA_YeuxSdZiOmuHc1YELA,GOLD IV
PwL3CHuOIgwRd006q7l1icGOPWbViFi1xjgbD0UkIiE5ZaK44uiQTyCejcbFqdtIXWigegrItwh2AQ,BRONZE II
7L3FBKmETntY3yxxDvdwCjYBNmiCjPht1rnNkXnn_88Vmpv_8w1aNCHKmAwndZE27okGV_KpI-3KYA,SILVER III
mPvFJscHJ5i1daLEbaYmhGX87TK5sqP3gXeVvLAxotXCG9EVjl1T6evPWboMrsLBWrYXyNp3K6tS1w,SILVER II
VTC_S4A-2UBcTvNBjx-IC6TSgAicqNDu8lPWyhxF-rdF4cQUXQFadhOjU9ikxlORQtcPeaktAywd-Q,SILVER III
tmwibyWG2b9AcHkutR9Btyk7YYoq8kIiVfFv-Sl6mv2fZf-Zym7CaD__EB2OXoIqiO2PJ7OWJ2ayFA,SILVER II
qnR_9_XFvDNEx2CQ-QKAQlGjZCKAQfQMrUf2m6Qtp3PXnI10H5kTESHD_9mnZpcQoL7SMH9RnuUnhg,SILVER I
aA3c1fswZFVpIKJIh9fdzx0mPdPkjXqeYfPNvx-eLlL-HLkh2mthLPOxHo2I6q-gglfJrW1TjXPamQ,SILVER I
wtOoo3AXTq9RVvxpkoj7C3HlHbKueNIRipQx5tHBuSWaImPW50eXhvqVHITyAtsLAsLyBgczapGNZQ,SILVER I
GRnKUyPN2jlkqzAaAhm3BsoY7qwoWXbUEc8uhUNvspBt388W7Swx0SfmMN-wOdJceh5H9iKx048lRg,SILVER II
3XYpbG6noVEeTcNO7YZwrI2Nxe5Jzr4EG0GOgkoXG2oAuDAROTcwhaHGkL3SvFhGUHG-OIY_e3jKtw,SILVER I
v1Nn9xOLsX47iLbW5czbEDHR1vI8OLhxe27rzxl3BGkhHIVi-7ZSXD3QPgozoG73dBhw7XIzbFdGKw,GOLD IV
1opjDdOhh-aspFTrqtaa9iBLUFNU_lirkbv15rQ3VNh644R-ExuhUuoHyXgcjGUF6yEvNaBGdFvuJw,GOLD IV
vxgQ_vNidjdLBS6vFNSdWD_LXiunc9L5vslfMZX3NTnW2adE74QeXm5nGp7Y0u3acW5bhxzlsqingg,GOLD IV
WAXrA1x-gS75T-v-qxlbsZG2WG9OiE2a2F2gsbEeEuB8KCRY0JmAKRaM1PMXRn02lLqQ6fK7friI9w,SILVER IV
IOnc2y4lAD2lgtEekEnZq7Pk0b_Ch1zKMH71bGBqFI8aDmtuwdMF71LnDfj_UcMN7rdaa3ttkilzuQ,GOLD III
KpkaS0-3Y-9Vb5NzvvDb1ChcdK_PmkD_ge_J42OGEy3yDgES-i-_UVrSxoprECJMiBbQsWJEz4Ue8g,GOLD III
5ROeH3HpQyxkLcDWnrFmC0OdQ9-UqFG-XDaRrqgZkHixXApDdlJVqoSIEsIoiKnbsUqocZZgxjF8UA,GOLD IV
NPhpYHDAEXRHB8N0kviJGdlxyxtqDsDq6Ft37Z1CC_eNALkuCq0QBtipFHh7c3LuX7S_3o4TE28mLQ,GOLD IV
WIiysDsxf5wA065fhsrxwxHb9V1ETtYhJKrHtPqNv3FDcA7c7FvHzckeOm20_cehdgCQ9u6rwQTtPw,SILVER IV
dqXjyzT_QNLRtUyLt8ayr8YZfducKgYdBAOFALLpjSHfno-SxD2kSnzbXLnFGlq5ovia8RMnOZkZBw,SILVER I
3Vkx6VJrRKwZkf70ApZ6oAZmocb2ttfgSUf36hiWDsYvBHK2V6vmAKFIidAYmVMbcpR8cKMtB8c7cg,BRONZE I
oKNZmJB_7hq6gZ10lYdEnhs4mDO4_8VsgmZFcBqfCYXVMMFaVftjH8j_qNrZcWFVASHLhPCV31_l5w,SILVER I
e0UR-fKnzZm1pa8Mv5iGMcWpf8zuSg-9e-oy0ZT9WcwgsHHaIjGuwfS7f5YcC6da_LI255sqtXYVIQ,SILVER II
s1eirDCnfcijLigflp99Nu4BYhiylGcczmoWD_v_fWAFijFLtRqgnCtGKf65Qj_kJfDCFVNbqB5edA,GOLD III
0ii2swRl9lkRzGbBQq5zoJcRgxVr4ihZ6wUeWFzFgUtRX_1T0HLSLRLum4drWMV9m02jgiSJmgTzrQ,SILVER II
YwdR_XLVi7_NqUjkCj2Ue8tzkhI1b2pDTlIO5Ch69LBafHkR834tQjf_b_QA4YDeLPwwHMEKCmj5Tw,SILVER III
WwKeSlwq1kzehev3nQCrPtTmii8PA6Cal5K-MinyuiTLXy4hq4Y3iFEoEIuSd3TraIqL8P518zSIWQ,SILVER I
4JgpUjQ8Xm2vXljAW-kn6KEWkLWyceitQ1Zyb0FOER8K9Diopu8mMkC9FJjK4fuzpETwKkO9h3Awrw,SILVER II
TpVqmrEeYoiEcdlOE8s4AninaIT2qZ0B_gb5RIUXHAbQ2wIJf0IxpXbbQxgANtx3o4Em0CnQrvLGBA,BRONZE II
rFZF5krzuhY-gi223mxnJZU-2o9XfbhAZIRpLu5gdq65yXaL8b9-2vlaBCODxw94XHe-h0LMcnBeMw,SILVER III
AmROIxGf75VZTrn-O-IIfcYauL9q1gnpS2KKusZ4rYT-7fE7sXhP4FcKIzf9dopah9an5H5J6FfBDA,SILVER IV
edCDjQeBUBqy0VcUoc0DWCJgw4ITFx7H2pJ1xD5cCN89urSVwA6RJZkkg1CPkFLpVwDfq2tsu6N6yw,UNRANKED
xCNwOohCW-596hc9wVRpyRpkkgJzHkx9n0b7vx4AqD3X4p-f8IKffPf045UDftqBbDiC31Cc2I0-6w,UNRANKED
hjiDYaVz8xK-xPX0zRgn4kLb86eqxRbexwgiCuEPDJBH8Tdm1sytdqi10J2Zrt9Bm0_3p09R3GPo8g,SILVER II
oy-4aIhLbxMue4c2uEz4TDVQoSlbG92WGDe30MxUKQQXBXA-eBlX5ajtya3C9Oln2fR88EE3-qmRgQ,GOLD III
DX_e-IsZRBdd9YcgVchCynklgn2Mm8nrd37KNB_oFWlz_37u3aEge6QydBlwoeW8sAGQ3gO-wONqzg,GOLD IV
bUBA6Qf0S3MXIDtycMOZLXldcHKDl3DYXMKUJ9lBRUet9SfaBCRyy6jza3e3uEpTXMCYF5ojrPf1mQ,UNRANKED
9VeXJ23JUZxkht5KARcJYtlQaQ9oXGvDd33-pqjuH8GBS0ZyOMbHAf-ikk7J8cQFTF3i-S6CNqpNYg,SILVER I
s2Fh_deagkMwZHzz7mVm7cEISW8qIsq79LKNkMAyalt3Bh5zwk78sWTDd2J6GE5B8A73K7iSbaMYzw,GOLD IV
cx2YcWhNmK5LQ47Gc_OxH_KudBa_FxbA7kohx68ttaa8sblsgQUxXWUjFQVPgHSPwGqbn30ljRxafA,SILVER I
_WjYkbFV5d7OsD4TnYF4KlL_xN3VuTRNhQ4qyQFWqAFlsZ_18jO9yTg_ibTJ8jLYemSJOc0m15jLWg,SILVER II
VWxrFOeB3SnykCAjCkUtit8M9tOEJqZFg0MMe4kjC5d5O1H70zhghFN5TFOZMRV0cpPimD7TDkO9Aw,GOLD IV
vaOj8s_YI6odk2_87-3GPT9a8wC1zLQDLiR-BsDxG1P-1WyBTHABXcUF9f2mJ2lhCLMQmUs-PeYbwQ,SILVER II
rFJkYA8E5lbKt2jGUU4OlNp2GfgckG9fd0AqHu4obexS5bUBa85dtX9a5k3IED4fc556yAtcNRAYDg,SILVER III
xx35gBiOJavh4N3VNgCIVaCshIyuZLqjqJJ2A5ZvR8aHzfPJ-a3tQTooPybz5Um7Gqs3YM4ZPExKqw,SILVER IV
-62Q0AeSXABaf5sCZ0fK2CYkKMlKAZDCGsLVnHo3AkNYsjXuhTvMKIxnzmIiH1-n_o2NK3pOZCghdw,SILVER IV
8o14LmY5HzSiRqFzSXoDEnw2DPI6-PoplKX7Qs4bmEfgwUv2SRw7WbJXpAKIMAAYza6oyHverye2gw,SILVER IV
hGjJLXj5fVSIifNeMm16PBXzXXgjMWda3cIoxQh_uBnvhHQP8fMLpyIb6saovxGPj7XgN4sYNaag6w,SILVER IV
lT3cXe1AQ99fboK-JPNb4SpDFW-LaR521hHwbWkaQrKpCZ0Vs_4Zy-FIdGw-Rg98w1JXjnmQ9L4OGQ,SILVER III
uM0LDprfZSJ3fXf6KFANRB6NxD3xGD6jr3LEO7S7rVZzbo3Fbrg7Jvz5VuCpgM457dZj2Dnodx4DrQ,SILVER II
HsK2rgVW0RN0sescFX4WgH6t-JF_cjR75qL0uhHQyMtz8sp6uPQXKL4NL9iI19vI3FViLp9pKXyASQ,BRONZE I
OU38VH5U5196ocb27XKAxmzuKrZMvTpzIE5niWhbwI5tkKfKXYPOl3ZmwntZewB2YbqL-p3aVk57Uw,SILVER III
UkA2UatZStCu6aK5cNm3eDC0W9Ng4be7Q6C0O8odYKkcdBG1j2Ig5aR4IsCq39S8q5FOq53CJAGBmQ,SILVER II
XNOmn_aVZfDgQB_yZh4M2IzFNS4hHYPVNnzVlHvoUI0aiy81bYDmaEPPQ4jEQEpVyfDOEx0y6x1lhA,BRONZE I
mMU2S63DZFx5B5hNAA9aGox4IdbZ7gRFdGsvjqftaV2Su5HCQY_USYoob26veQyT5i4J8BuX73gL-w,SILVER III
NikMFowIbWe6Wk9Fsh8d9UOBKD-u73qaFB6-_srW7z_lA60xV_rZboqVOdkKwnJo6SBKVB8kjWpmvA,BRONZE II
19Lz2oRWDBSP6uLvOg99Esj0DnUMx92lAy9vRPF73EvPepJaN9cPa9EIcyr-7NhKQh9eIrmCnKwk3Q,SILVER I
piWGdjeleOYfzQRMFUbmNCcC_p9o9HHUcotepTTppu8AJ86a869WEAfRB5uwT6jqOIN7pnnjypTOng,SILVER II
7X1cj53ztQF0-dNTJ133r6-ipvDzLdsx7bgJK4KTu57UJYseiHf5IpjiKxe1HSPOQNiQ0vESchOYOw,GOLD III
Y_j98ijgersh-fkJBp3MJ1YP0ehRWrxayilLwXpK6HFoBoV81qTr6PruuWZPA-jMGItYns0V7u-94g,SILVER IV
Y6NDGGAE8BZsKSIrTxHbsGRjCmJutyh8kNmce52XAGWVNuUCVu5a1DaAWVT4Lsd82UyPjdQzbJ3BEw,GOLD IV
SNvxsN8mVe_hTJtmGMY8fvcI4MRQMy5siNu8V8v2TX1fXIz_og88RLINOWI0FmtV-NM2p8EP16LDMQ,SILVER III
KpnRgFU545Drgdn5UjoHBXdQIAorUr9EHa9haR--JpITwZ8fbbRxw2fNDKHnhucZVsz_VGaoJSuxBQ,SILVER III
scY3ccTaB3Dqz_SEaD-8RirKkdf3npyJ1ITFCkNH-1eK79yqGCBOZAmoawt7Dt8WVfiNLXSVexH8Sg,SILVER IV
HVYxHyXSXpUctKqP_ze6FnwcKDm3XpGHgNY4W_ROZXomqDSYsyuU5qdtTBrTFRjj-UzIsgYko9Ee1g,BRONZE III
2bXRxVNEsk3Yl4ZWHocGSpM250pmZ-bM7Y7DHAidXuXCb4Ecla-0-45f1ehZgBwtODfVhtWsONzAGw,SILVER II
CscaoNgl-ubcdqhIDlJ43HBoB98plroPlNHl-BQsubdNEt4oQJ2n1GEMIg1JuWM5-60FHVMT6UJlcQ,SILVER II
WLb7SbfULyfAA0K0_jEy_BHg4LSCwshoYMi7KNlJ5vniWiiCoJwNGlZCvY2H5fUyNyE2qFHmS9zQiw,SILVER III
fvQzGbCdk85hb3w16IQQf3XdwundzitJhaSdF3vcQEdI9_ujgKlmlcUHO5BGYtmu1funFULVC-TxHQ,SILVER III
ieCu_yq595Rw8CSAnethJ9QAd6swBD0CvmieqsTMofuL_do8xQIFUAu1fWpfi48BLHv8YO1zMYL_wQ,BRONZE II
dphUlE6XXa5aNgVSwSATNNRMx3DX29i-S8bUNsJl_L94Edzja0N-HmowT0kWQx6w7I3CCzqcrVpOVg,SILVER I
